team_a,team_b,matches_2006_2026,team_a_wins,draws,team_b_wins,goals_a,goals_b,first_match,last_match,source_dataset,source_url
Algeria,Argentina,1,0,0,1,3,4,2007-06-05,2007-06-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Australia,0,0,0,0,0,0,,,,
Algeria,Austria,0,0,0,0,0,0,,,,
Algeria,Belgium,1,0,0,1,1,2,2014-06-17,2014-06-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Bosnia and Herzegovina,1,0,0,1,0,1,2012-11-14,2012-11-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Brazil,1,0,0,1,0,2,2007-08-22,2007-08-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Canada,0,0,0,0,0,0,,,,
Algeria,Cape Verde,4,2,1,1,11,6,2007-03-24,2023-10-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Colombia,1,1,0,0,3,0,2019-10-15,2019-10-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Croatia,0,0,0,0,0,0,,,,
Algeria,Curacao,0,0,0,0,0,0,,,,
Algeria,Czech Republic,0,0,0,0,0,0,,,,
Algeria,DR Congo,3,1,2,0,3,2,2008-03-26,2026-01-06,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Ecuador,0,0,0,0,0,0,,,,
Algeria,Egypt,6,2,2,2,6,9,2009-06-07,2023-10-16,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,England,1,0,1,0,0,0,2010-06-18,2010-06-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,France,0,0,0,0,0,0,,,,
Algeria,Germany,1,0,0,1,1,2,2014-06-30,2014-06-30,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Ghana,2,1,0,1,3,1,2015-01-23,2022-01-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Haiti,0,0,0,0,0,0,,,,
Algeria,Iran,2,1,0,1,3,3,2018-03-27,2022-06-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Iraq,1,1,0,0,2,0,2025-12-09,2025-12-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Ivory Coast,5,1,2,2,8,11,2010-01-24,2022-01-20,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Japan,0,0,0,0,0,0,,,,
Algeria,Jordan,0,0,0,0,0,0,,,,
Algeria,Mexico,1,0,1,0,2,2,2020-10-13,2020-10-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Morocco,3,1,1,1,3,6,2011-03-27,2021-12-11,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Netherlands,0,0,0,0,0,0,,,,
Algeria,New Zealand,0,0,0,0,0,0,,,,
Algeria,Norway,0,0,0,0,0,0,,,,
Algeria,Panama,0,0,0,0,0,0,,,,
Algeria,Paraguay,0,0,0,0,0,0,,,,
Algeria,Portugal,1,0,0,1,0,3,2018-06-07,2018-06-07,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Qatar,3,2,0,1,3,2,2015-03-26,2021-12-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Saudi Arabia,2,1,0,1,2,2,2018-05-09,2025-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Scotland,0,0,0,0,0,0,,,,
Algeria,Senegal,8,6,1,1,11,5,2008-05-31,2023-09-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,South Africa,3,1,2,0,6,4,2013-01-12,2024-03-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,South Korea,1,1,0,0,4,2,2014-06-22,2014-06-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Spain,0,0,0,0,0,0,,,,
Algeria,Sweden,2,0,0,2,3,6,2022-11-19,2025-06-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Switzerland,0,0,0,0,0,0,,,,
Algeria,Tunisia,8,4,2,2,9,5,2011-11-12,2023-06-20,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Turkey,0,0,0,0,0,0,,,,
Algeria,United States,1,0,0,1,0,1,2010-06-23,2010-06-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Uruguay,2,1,1,0,1,0,2009-08-12,2026-03-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Algeria,Uzbekistan,0,0,0,0,0,0,,,,
Argentina,Australia,3,3,0,0,5,1,2007-09-11,2023-06-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Austria,0,0,0,0,0,0,,,,
Argentina,Belgium,1,1,0,0,1,0,2014-07-05,2014-07-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Bosnia and Herzegovina,2,2,0,0,4,1,2013-11-18,2014-06-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Brazil,21,8,4,9,18,27,2006-09-03,2025-03-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Canada,3,3,0,0,9,0,2010-05-24,2024-07-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Cape Verde,0,0,0,0,0,0,,,,
Argentina,Colombia,17,7,7,3,19,13,2007-07-02,2025-06-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Croatia,3,2,0,1,5,4,2014-11-12,2022-12-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Curacao,0,0,0,0,0,0,,,,
Argentina,Czech Republic,0,0,0,0,0,0,,,,
Argentina,DR Congo,0,0,0,0,0,0,,,,
Argentina,Ecuador,17,8,6,3,27,14,2008-06-15,2025-09-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Egypt,1,1,0,0,2,0,2008-03-26,2008-03-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,England,0,0,0,0,0,0,,,,
Argentina,France,4,2,1,1,9,7,2007-02-07,2022-12-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Germany,7,3,2,2,11,11,2006-06-30,2019-10-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Ghana,1,1,0,0,2,0,2009-09-30,2009-09-30,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Haiti,2,2,0,0,8,0,2010-05-05,2018-05-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Iran,1,1,0,0,1,0,2014-06-21,2014-06-21,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Iraq,1,1,0,0,4,0,2018-10-11,2018-10-11,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Ivory Coast,1,1,0,0,2,1,2006-06-10,2006-06-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Japan,1,0,0,1,0,1,2010-10-08,2010-10-08,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Jordan,0,0,0,0,0,0,,,,
Argentina,Mexico,9,8,1,0,24,5,2006-06-24,2022-11-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Morocco,1,1,0,0,1,0,2019-03-26,2019-03-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Netherlands,3,0,3,0,2,2,2006-06-21,2022-12-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,New Zealand,0,0,0,0,0,0,,,,
Argentina,Norway,1,0,0,1,1,2,2007-08-22,2007-08-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Panama,3,3,0,0,10,1,2009-05-20,2023-03-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Paraguay,16,7,6,3,27,15,2007-07-05,2024-11-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Portugal,2,1,0,1,2,2,2011-02-09,2014-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Qatar,1,1,0,0,2,0,2019-06-23,2019-06-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Saudi Arabia,2,0,1,1,1,2,2012-11-14,2022-11-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Scotland,1,1,0,0,1,0,2008-11-19,2008-11-19,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Senegal,0,0,0,0,0,0,,,,
Argentina,South Africa,0,0,0,0,0,0,,,,
Argentina,South Korea,1,1,0,0,4,1,2010-06-17,2010-06-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Spain,4,1,0,3,7,11,2006-10-11,2018-03-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Sweden,1,1,0,0,3,2,2013-02-06,2013-02-06,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Switzerland,3,2,1,0,5,2,2007-06-02,2014-07-01,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Tunisia,0,0,0,0,0,0,,,,
Argentina,Turkey,0,0,0,0,0,0,,,,
Argentina,United States,4,2,2,0,9,2,2007-06-28,2016-06-21,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Uruguay,14,9,3,2,19,9,2008-10-11,2025-03-21,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Argentina,Uzbekistan,0,0,0,0,0,0,,,,
Australia,Austria,0,0,0,0,0,0,,,,
Australia,Belgium,1,0,0,1,0,2,2014-09-04,2014-09-04,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Bosnia and Herzegovina,0,0,0,0,0,0,,,,
Australia,Brazil,3,0,0,3,0,12,2006-06-18,2017-06-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Canada,2,2,0,0,4,0,2013-10-15,2025-10-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Cape Verde,0,0,0,0,0,0,,,,
Australia,Colombia,2,0,1,1,0,3,2018-03-27,2025-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Croatia,2,0,1,1,2,3,2006-06-22,2014-06-06,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Curacao,0,0,0,0,0,0,,,,
Australia,Czech Republic,1,1,0,0,4,0,2018-06-01,2018-06-01,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,DR Congo,0,0,0,0,0,0,,,,
Australia,Ecuador,3,1,0,2,7,7,2014-03-05,2023-03-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Egypt,1,0,0,1,0,3,2010-11-17,2010-11-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,England,2,0,0,2,1,3,2016-05-27,2023-10-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,France,3,0,0,3,2,12,2013-10-11,2022-11-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Germany,4,1,1,2,6,10,2010-06-13,2017-06-19,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Ghana,3,1,2,0,3,2,2006-11-14,2010-06-19,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Haiti,0,0,0,0,0,0,,,,
Australia,Iran,0,0,0,0,0,0,,,,
Australia,Iraq,8,5,1,2,9,6,2007-07-13,2017-03-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Ivory Coast,0,0,0,0,0,0,,,,
Australia,Japan,15,3,6,6,15,19,2006-06-12,2025-06-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Jordan,8,5,0,3,14,7,2012-09-11,2022-06-01,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Mexico,1,0,1,0,2,2,2023-09-09,2023-09-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Morocco,0,0,0,0,0,0,,,,
Australia,Netherlands,4,1,2,1,5,5,2006-06-04,2014-06-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,New Zealand,7,7,0,0,14,2,2010-05-24,2025-09-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Norway,1,0,0,1,1,4,2018-03-23,2018-03-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Panama,0,0,0,0,0,0,,,,
Australia,Paraguay,2,1,1,0,2,1,2006-10-07,2010-10-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Portugal,0,0,0,0,0,0,,,,
Australia,Qatar,5,3,1,1,10,2,2008-02-06,2014-10-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Saudi Arabia,9,5,3,1,17,11,2011-09-06,2025-06-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Scotland,1,0,0,1,1,3,2012-08-15,2012-08-15,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Senegal,0,0,0,0,0,0,,,,
Australia,South Africa,2,0,2,0,3,3,2008-08-19,2014-05-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,South Korea,9,2,3,4,8,11,2009-09-05,2024-02-02,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Spain,1,0,0,1,0,3,2014-06-23,2014-06-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Sweden,0,0,0,0,0,0,,,,
Australia,Switzerland,1,0,1,0,0,0,2010-09-03,2010-09-03,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Tunisia,1,1,0,0,1,0,2022-11-26,2022-11-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Turkey,0,0,0,0,0,0,,,,
Australia,United States,2,0,0,2,2,5,2010-06-05,2025-10-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Uruguay,1,0,0,1,1,2,2007-06-02,2007-06-02,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Australia,Uzbekistan,5,3,2,0,10,1,2008-09-10,2024-01-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Belgium,4,0,2,2,7,10,2010-10-12,2023-10-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Bosnia and Herzegovina,5,1,3,1,4,4,2015-03-31,2025-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Brazil,2,0,0,2,1,5,2014-11-18,2018-06-10,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Canada,0,0,0,0,0,0,,,,
Austria,Cape Verde,0,0,0,0,0,0,,,,
Austria,Colombia,0,0,0,0,0,0,,,,
Austria,Croatia,4,1,0,3,4,5,2008-06-08,2022-09-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Curacao,0,0,0,0,0,0,,,,
Austria,Czech Republic,2,1,1,0,3,2,2007-08-22,2014-06-03,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,DR Congo,0,0,0,0,0,0,,,,
Austria,Ecuador,0,0,0,0,0,0,,,,
Austria,Egypt,0,0,0,0,0,0,,,,
Austria,England,2,0,0,2,0,2,2007-11-16,2021-06-02,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,France,6,1,1,4,5,9,2007-03-28,2024-06-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Germany,8,2,0,6,8,18,2008-02-06,2023-11-21,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Ghana,2,1,1,0,6,2,2007-03-24,2026-03-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Haiti,0,0,0,0,0,0,,,,
Austria,Iran,0,0,0,0,0,0,,,,
Austria,Iraq,0,0,0,0,0,0,,,,
Austria,Ivory Coast,2,1,0,1,3,5,2007-10-17,2012-11-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Japan,1,0,1,0,0,0,2007-09-07,2007-09-07,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Jordan,0,0,0,0,0,0,,,,
Austria,Mexico,0,0,0,0,0,0,,,,
Austria,Morocco,0,0,0,0,0,0,,,,
Austria,Netherlands,5,1,0,4,7,13,2008-03-26,2024-06-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,New Zealand,0,0,0,0,0,0,,,,
Austria,Norway,4,2,1,1,9,5,2020-09-04,2024-10-13,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Panama,0,0,0,0,0,0,,,,
Austria,Paraguay,1,0,1,0,0,0,2007-06-02,2007-06-02,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Portugal,1,0,1,0,0,0,2016-06-18,2016-06-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Qatar,0,0,0,0,0,0,,,,
Austria,Saudi Arabia,0,0,0,0,0,0,,,,
Austria,Scotland,4,0,2,2,4,6,2007-05-30,2022-03-29,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Senegal,0,0,0,0,0,0,,,,
Austria,South Africa,0,0,0,0,0,0,,,,
Austria,South Korea,1,1,0,0,1,0,2026-03-31,2026-03-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Spain,1,0,0,1,1,5,2009-11-18,2009-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Sweden,8,5,1,2,15,8,2009-02-11,2023-09-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Switzerland,5,1,1,3,5,8,2006-10-11,2024-06-08,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Tunisia,1,0,1,0,0,0,2007-11-21,2007-11-21,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Turkey,7,2,1,4,12,11,2008-11-19,2024-07-02,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,United States,1,1,0,0,1,0,2013-11-19,2013-11-19,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Uruguay,2,1,1,0,3,2,2014-03-05,2017-11-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Austria,Uzbekistan,0,0,0,0,0,0,,,,
Belgium,Bosnia and Herzegovina,6,3,1,2,15,11,2009-03-28,2017-10-07,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Brazil,1,1,0,0,2,1,2018-07-06,2018-07-06,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Canada,1,1,0,0,1,0,2022-11-23,2022-11-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Cape Verde,0,0,0,0,0,0,,,,
Belgium,Colombia,1,0,0,1,0,2,2013-11-14,2013-11-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Croatia,5,2,2,1,4,3,2010-03-03,2022-12-01,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Curacao,0,0,0,0,0,0,,,,
Belgium,Czech Republic,5,2,1,2,7,7,2007-02-07,2021-09-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,DR Congo,0,0,0,0,0,0,,,,
Belgium,Ecuador,0,0,0,0,0,0,,,,
Belgium,Egypt,2,1,0,1,4,2,2018-06-06,2022-11-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,England,6,3,1,2,8,5,2012-06-02,2024-03-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,France,8,1,2,5,7,12,2011-11-15,2024-10-14,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Germany,4,1,0,3,4,8,2008-08-20,2023-03-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Ghana,0,0,0,0,0,0,,,,
Belgium,Haiti,0,0,0,0,0,0,,,,
Belgium,Iran,0,0,0,0,0,0,,,,
Belgium,Iraq,0,0,0,0,0,0,,,,
Belgium,Ivory Coast,2,0,2,0,3,3,2014-03-05,2020-10-08,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Japan,4,2,0,2,6,9,2009-05-31,2018-07-02,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Jordan,0,0,0,0,0,0,,,,
Belgium,Mexico,2,0,2,0,4,4,2017-11-10,2026-03-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Morocco,2,0,0,2,1,6,2008-03-26,2022-11-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Netherlands,5,1,2,2,7,9,2012-08-15,2022-09-25,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,New Zealand,0,0,0,0,0,0,,,,
Belgium,Norway,1,1,0,0,3,2,2016-06-05,2016-06-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Panama,1,1,0,0,3,0,2018-06-18,2018-06-18,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Paraguay,0,0,0,0,0,0,,,,
Belgium,Portugal,5,1,1,3,3,8,2007-03-24,2021-06-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Qatar,1,1,0,0,2,0,2009-11-17,2009-11-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Saudi Arabia,1,1,0,0,4,0,2018-03-27,2018-03-27,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Scotland,5,5,0,0,15,0,2012-10-16,2019-09-09,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Senegal,0,0,0,0,0,0,,,,
Belgium,South Africa,0,0,0,0,0,0,,,,
Belgium,South Korea,1,1,0,0,1,0,2014-06-26,2014-06-26,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Spain,3,0,0,3,1,9,2008-10-15,2016-09-01,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Sweden,4,3,1,0,7,1,2014-06-01,2023-10-16,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Switzerland,4,3,0,1,8,8,2016-05-28,2020-11-11,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Tunisia,2,2,0,0,6,2,2014-06-07,2018-06-23,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Turkey,4,1,2,1,6,5,2008-09-10,2011-06-03,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,United States,4,4,0,0,12,5,2011-09-06,2026-03-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Belgium,Uruguay,0,0,0,0,0,0,,,,
Belgium,Uzbekistan,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Brazil,1,0,0,1,1,2,2012-02-28,2012-02-28,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Canada,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Cape Verde,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Colombia,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Croatia,1,0,0,1,3,5,2007-08-22,2007-08-22,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Curacao,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Czech Republic,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,DR Congo,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Ecuador,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Egypt,1,0,0,1,0,2,2014-03-05,2014-03-05,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,England,1,0,0,1,0,3,2024-06-03,2024-06-03,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,France,5,0,2,3,3,7,2006-08-16,2021-09-01,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Germany,3,0,0,3,2,12,2010-06-03,2024-11-16,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Ghana,1,1,0,0,2,1,2010-03-03,2010-03-03,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Haiti,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Iran,4,1,0,3,7,11,2006-05-31,2020-11-12,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Iraq,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Ivory Coast,1,1,0,0,2,1,2014-05-30,2014-05-30,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Japan,2,1,0,1,2,4,2008-01-30,2016-06-07,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Jordan,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Mexico,4,1,0,3,2,5,2011-02-09,2018-01-31,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Morocco,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Netherlands,4,0,2,2,4,9,2020-10-11,2024-11-19,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,New Zealand,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Norway,2,1,0,1,2,3,2007-03-24,2007-10-17,martj42/international_results results.csv,https://github.com/martj42/international_results/blob/master/results.csv
Bosnia and Herzegovina,Panama,0,0,0,0,0,0,,,,
Bosnia and Herzegovina,Paraguay,0,0,0,0,0,0,,,,
